Report ID,Category of Incident,Country of Incident,Date of Incident,Subject,Full Scientific Name,Common Name,Item / Commodity Type,Count,Quantity - Weight,Unit of Weight,Estimated Value,Currency,Value in USD
MOR14254,Mexico,Mexico,10/1/2015 0:00,"4,263 sea cucumbers weighing 200kg seized from a vehicle at Tijuana International Airport",Isostichopus fuscus,Brown Sea Cucumber,Individual - Dead,4263,200,Kilograms,,,
MOR14255,Malawi,Malawi,1/15/2017 0:00,"Man arrested for possession of ivory and 2 hippo teeth in Mzuzu, Malawi [15 January 2017]",Elephantidae,Elephants,Ivory Pieces - Raw,,16.6,Kilograms,,,
MOR14255,Malawi,Malawi,1/15/2017 0:00,"Man arrested for possession of ivory and 2 hippo teeth in Mzuzu, Malawi [15 January 2017]",Hippopotamidae,,Teeth,2,800,Grams,,,
MOR14256,Mexico,Mexico,4/1/2017 0:00,"15,764 sea cucumbers seized in Tijuana intended for the USA",Isostichopus fuscus,Brown Sea Cucumber,Individual - Dead,15764,,,,,
MOR14258,Mexico,Mexico,10/1/2016 0:00,"871 sea cucumbers seized in San Quintín, Baja California",Isostichopus fuscus,Brown Sea Cucumber,Individual - Dead,871,,,,,
MOR14258,Mexico,Mexico,10/1/2016 0:00,"871 sea cucumbers seized in San Quintín, Baja California",Elasmobranchii,,Fins,,216.53,Kilograms,,,
MOR14258,Mexico,Mexico,10/1/2016 0:00,"871 sea cucumbers seized in San Quintín, Baja California",Umbrina roncador,"Yellowfin Croaker, Yellowfin curvina",Body parts (Not elsewhere specified),,143.14,Kilograms,,,
MOR14262,Mexico,Mexico,7/1/2015 0:00,3.6 kg of Totoaba meat seized in the Gulf of California - 7 detained,Totoaba macdonaldi,"MacDonald's Weakfish, Totoaba, Totoba, Acoupa De Macdonald",Meat,,3.6,Kilograms,,,
MOR14264,Brazil,Brazil,1/27/2015 0:00,"1.7 tonnes of Arapiama seized from 12 stalls at Manaus Modern Fair, two people arrested",Arapaima gigas,"Arapaima, Giant Arapaima, Pirarucu, Arapaima, Paiche, Arapaïma, Paiche, Pirarucu",Meat,,1.7,Tonnes,,,
MOR14264,Brazil,Brazil,1/27/2015 0:00,"1.7 tonnes of Arapiama seized from 12 stalls at Manaus Modern Fair, two people arrested",Arapaima gigas,"Arapaima, Giant Arapaima, Pirarucu, Arapaima, Paiche, Arapaïma, Paiche, Pirarucu",Individual - Dead,35,,,,,
MOR14264,Brazil,Brazil,1/27/2015 0:00,"1.7 tonnes of Arapiama seized from 12 stalls at Manaus Modern Fair, two people arrested",Clupeidae,,Meat,,2,Kilograms,,,
MOR14266,Brazil,Brazil,4/4/2015 0:00,"1 tonne of Arapaima meat seized in Novo Airão, one person arrested",Arapaima gigas,"Arapaima, Giant Arapaima, Pirarucu, Arapaima, Paiche, Arapaïma, Paiche, Pirarucu",Meat,,1,Tonnes,,,
MOR14267,Uganda,Uganda,7/1/2017 0:00,38 hippo teeth seized in Kampala Uganda - one arrested,Hippopotamidae,,Teeth,38,,,,,
MOR14269,Mexico,Mexico,7/25/2015 0:00,274 Totoaba swim bladders (34.78 kg) seized at Tijuana Airport - 3 Chinese nationals arrested,Totoaba macdonaldi,"MacDonald's Weakfish, Totoaba, Totoba, Acoupa De Macdonald",Swim Bladder,274,34.78,Kilograms,,,
MOR14271,Mexico,Mexico,3/1/2017 0:00,"66 dead totoaba found caught inside gill nets off the coast of San Felipe, Baja California",Totoaba macdonaldi,"MacDonald's Weakfish, Totoaba, Totoba, Acoupa De Macdonald",Individual - Dead,66,,,,,
MOR14272,Uganda,Uganda,10/21/2016 0:00,"15 kg of hippo teeth seized in Katunguru, Western Region - 1 convicted",Hippopotamus,,Teeth,32,15,Kilograms,,,
MOR14274,Mexico,Mexico,12/1/2016 0:00,17 Totoaba swim bladders (12 kg) seized from a vehicle on road between San Felipe and Puertecitos,Totoaba macdonaldi,"MacDonald's Weakfish, Totoaba, Totoba, Acoupa De Macdonald",Swim Bladder,17,12,Kilograms,,,160000
MOR14277,Mexico,Mexico,3/1/2015 0:00,"86 totoaba swim bladders seized at Estación El Doctor checkpoint, Sonora - 2 arrested",Totoaba macdonaldi,"MacDonald's Weakfish, Totoaba, Totoba, Acoupa De Macdonald",Swim Bladder,86,,,3000000,MXN Mexican Peso,167685
MOR14278,Uganda,Uganda,9/1/2015 0:00,"30kg hippo teeth seized in Buliisa District, Uganda, 1 trafficker arrested",Hippopotamidae,,Teeth,,30,Kilograms,,,
MOR14279,Mexico,Mexico,3/1/2015 0:00,"1 Totoaba swim bladder and 1 sea bass swim bladder seized at El Chinero military checkpoint, Baja California - 1 arrested",Totoaba macdonaldi,"MacDonald's Weakfish, Totoaba, Totoba, Acoupa De Macdonald",Swim Bladder,1,,,,,
MOR14279,Mexico,Mexico,3/1/2015 0:00,"1 Totoaba swim bladder and 1 sea bass swim bladder seized at El Chinero military checkpoint, Baja California - 1 arrested",Serranidae,,Swim Bladder,1,,,,,
MOR14280,Hong Kong,Hong Kong,8/10/2015 0:00,3 Totoaba swim bladders (0.635 kg) seized at Hong Kong International Airport,Totoaba macdonaldi,"MacDonald's Weakfish, Totoaba, Totoba, Acoupa De Macdonald",Swim Bladder,3,0.635,Kilograms,300000,HKD Hong Kong Dollar,38695.5
MOR14282,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,12/18/2015 0:00,"Coral seized at Manchester Airport, man arrested and sentenced to prison",Anthozoa,,Individual - Live,,500,Kilograms,,,
MOR14290,Hong Kong,Hong Kong,12/11/2015 0:00,9kg of dried seahorses seized at Air Mail Centre of Hong Kong International Airport,Hippocampus,,Individual - Dead,,9,Kilograms,,,
MOR14291,Hong Kong,Hong Kong,5/14/2016 0:00,14 kg of dried seahorses seized at Hong Kong Airport,Hippocampus,,Individual - Dead,,14,Kilograms,,,
MOR14323,Cameroon,Cameroon,5/1/2015 0:00,"2 chimpanzee skulls, pangolin scales & 1 hippo skull seized in East Region - 2 arrested",Pan troglodytes,"Chimpanzee, Chimpancé, Chimpanzé",Skull,2,,,,,
MOR14323,Cameroon,Cameroon,5/1/2015 0:00,"2 chimpanzee skulls, pangolin scales & 1 hippo skull seized in East Region - 2 arrested",Hippopotamidae,,Skull,1,,,,,
MOR14323,Cameroon,Cameroon,5/1/2015 0:00,"2 chimpanzee skulls, pangolin scales & 1 hippo skull seized in East Region - 2 arrested",Smutsia gigantea,"Giant Ground Pangolin, Giant Pangolin, Pangolín gigante, Grand pangolin, Pangolin géant",Scales,,,,,,
MOR14332,Uganda,Uganda,10/27/2015 0:00,7 hippo & warthog teeth seized in Kampala - 1 arrested,Hippopotamidae,,Teeth,7,,,,,
MOR14332,Uganda,Uganda,10/27/2015 0:00,7 hippo & warthog teeth seized in Kampala - 1 arrested,Phacochoerus africanus,Common Warthog,Teeth,,,,,,
MOR14333,Uganda,Uganda,1/16/2016 0:00,89kg hippo teeth seized in west Uganda -  suspect sentenced to a fine of 50USD or 12 months imprisonment,Hippopotamidae,,Teeth,,89,Kilograms,,,
MOR14334,Uganda,Uganda,5/4/2016 0:00,"40kg of hippo teeth seized in Uganda, one suspect arrested",Hippopotamidae,,Teeth,,40,Kilograms,,,
MOR14335,Uganda,Uganda,6/14/2016 0:00,50kg hippo teeth seized from 3 traffickers in Uganda - arrests made,Hippopotamidae,,Teeth,,50,Kilograms,,,
MOR14337,Uganda,Uganda,7/1/2016 0:00,"870 kg pangolin scales, hippo teeth & live leopard tortoises seized in Kawempe, Kampala - 1 discharged",Hippopotamidae,,Teeth,,33,Kilograms,,,
MOR14337,Uganda,Uganda,7/1/2016 0:00,"870 kg pangolin scales, hippo teeth & live leopard tortoises seized in Kawempe, Kampala - 1 discharged",Stigmochelys pardalis,"Leopard Tortoise, Mountain Tortoise, Tortuga leopardo, Tortue-léopard du Cap",Individual - Live,60,,,,,
MOR14337,Uganda,Uganda,7/1/2016 0:00,"870 kg pangolin scales, hippo teeth & live leopard tortoises seized in Kawempe, Kampala - 1 discharged",Stigmochelys pardalis,"Leopard Tortoise, Mountain Tortoise, Tortuga leopardo, Tortue-léopard du Cap",Shell,5,,,,,
MOR14337,Uganda,Uganda,7/1/2016 0:00,"870 kg pangolin scales, hippo teeth & live leopard tortoises seized in Kawempe, Kampala - 1 discharged",Manidae,Pangolins,Scales,,870,Kilograms,,,
MOR14338,Benin,Benin,7/8/2016 0:00,"180 pieces ivory carvings from Elephant and Hippo seized in Cotonou, 3 suspects arrested",Hippopotamidae,,Ivory - Worked,,10,Kilograms,,,
MOR14338,Benin,Benin,7/8/2016 0:00,"180 pieces ivory carvings from Elephant and Hippo seized in Cotonou, 3 suspects arrested",Elephantidae,Elephants,Ivory - Worked,180,10,Kilograms,,,
MOR14338,Benin,Benin,7/8/2016 0:00,"180 pieces ivory carvings from Elephant and Hippo seized in Cotonou, 3 suspects arrested",Elephantidae,Elephants,Ivory - Worked,180,10,Kilograms,,,
MOR14338,Benin,Benin,7/8/2016 0:00,"180 pieces ivory carvings from Elephant and Hippo seized in Cotonou, 3 suspects arrested",Elephantidae,Elephants,Ivory - Worked,180,10,Kilograms,,,
MOR14338,Benin,Benin,7/8/2016 0:00,"180 pieces ivory carvings from Elephant and Hippo seized in Cotonou, 3 suspects arrested",Elephantidae,Elephants,Ivory - Worked,180,10,Kilograms,,,
MOR14339,Uganda,Uganda,7/9/2016 0:00,"25 kg hippo teeth (52), 4 kg pangolin scales & 2 python skins seized in Kamwenge District, three suspects arrested",Hippopotamidae,,Teeth,52,25,Kilograms,,,
MOR14339,Uganda,Uganda,7/9/2016 0:00,"25 kg hippo teeth (52), 4 kg pangolin scales & 2 python skins seized in Kamwenge District, three suspects arrested",Pythonidae,"Pythons, Pitones",Skin,2,,,,,
MOR14339,Uganda,Uganda,7/9/2016 0:00,"25 kg hippo teeth (52), 4 kg pangolin scales & 2 python skins seized in Kamwenge District, three suspects arrested",Manidae,Pangolins,Scales,,4,Kilograms,,,
MOR14341,Uganda,Uganda,7/20/2016 0:00,57 hippo teeth seized in Uganda [20 July 2016] - 3 people arrested,Hippopotamidae,,Teeth,57,,,,,
MOR14346,Malawi,Malawi,9/30/2016 0:00,2 hippo teeth seized in Malawi - 1 arrested,Hippopotamidae,,Teeth,2,,,,,
MOR14349,Togo,Togo,9/26/2016 0:00,2 arrested with 4 hippo skulls and 14 hippo teeth and 15 bones in Lome,Hippopotamidae,,Teeth,14,,,,,
MOR14349,Togo,Togo,9/26/2016 0:00,2 arrested with 4 hippo skulls and 14 hippo teeth and 15 bones in Lome,Hippopotamidae,,Skull,4,,,,,
MOR14349,Togo,Togo,9/26/2016 0:00,2 arrested with 4 hippo skulls and 14 hippo teeth and 15 bones in Lome,Hippopotamidae,,Bone,15,,,,,
MOR14350,Portugal,Portugal,10/18/2016 0:00,"41 ivory objects, 3 turtles remains and 2 hippo teeth seized in Lisbon",Hippopotamidae,,Teeth,2,,,,,
MOR14350,Portugal,Portugal,10/18/2016 0:00,"41 ivory objects, 3 turtles remains and 2 hippo teeth seized in Lisbon",Elephantidae,Elephants,Ivory - Worked,41,,,,,
MOR14350,Portugal,Portugal,10/18/2016 0:00,"41 ivory objects, 3 turtles remains and 2 hippo teeth seized in Lisbon",Testudines,,Body parts (Not elsewhere specified),3,,,,,
MOR14362,South Africa,South Africa,7/4/2017 0:00,"4 hippo teeth seized in Brits, North West - 3 arrested",Hippopotamidae,,Teeth,4,,,,,
MOR14364,Uganda,Uganda,9/6/2017 0:00,127 hippo teeth (56 kg) seized in Western Region - 2 arrested,Hippopotamidae,,Teeth,127,56,Kilograms,,,
MOR14370,Brazil,Brazil,12/2/2015 0:00,"Birds are seized from house located within Bom Jesus, Araxa, Alto Paranaíba, Brazil",Cracidae,,Individual - Live,,,,,,
MOR14370,Brazil,Brazil,12/2/2015 0:00,"Birds are seized from house located within Bom Jesus, Araxa, Alto Paranaíba, Brazil",Anodorhynchus hyacinthinus,"Hyacinth Macaw, Guacamayo azul, Guacamayo jacinto, Ara bleu, Ara hyacinthe, Ara jacinthe",Individual - Live,,,,,,
MOR14399,India,India,3/1/2015 0:00,1 tiger skin and 8 kg of tiger bones seized in Pilibhit Tiger Reserve - 9 arrested,Panthera tigris,"Tiger, Tigre",Skin,1,,,,,
MOR14399,India,India,3/1/2015 0:00,1 tiger skin and 8 kg of tiger bones seized in Pilibhit Tiger Reserve - 9 arrested,Panthera tigris,"Tiger, Tigre",Bone,,8,Kilograms,,,
MOR14400,South Africa,South Africa,8/30/2017 0:00,2 convicted for attempted rhino poaching in Karoo National Park,Diceros bicornis,"Black Rhinoceros, Browse Rhinoceros, Hook-lipped Rhinoceros, Rinoceronte negro, Rhinocéros noir",Horn,,,,,,
MOR14405,South Africa,South Africa,4/1/2016 0:00,"18 Rhino horns seized in Vanderbijlpark, Gauteng - 3 convicted",Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn,18,,,,,
MOR14406,India,India,4/22/2017 0:00,"1 rhino horn seized in Nagaon District, Assam - 6 arrested",Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn,1,,,,,
MOR14407,Germany,Germany,4/30/2017 0:00,"1 Rhino horn seized from a car in Straelen, North Rhine-Westphalia",Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn,1,,,17500,EUR Euro,20321
MOR14408,South Africa,South Africa,6/13/2017 0:00,1 Rhino horn seized in Nkangala near Hlluhluwe-Imfolozi Park - 2 arrested,Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn,1,,,,,
MOR14409,India,India,7/3/2017 0:00,"1 rhino horn (1.5 kg) seized in Nagarakata, West Bengal - 1 arrested and 4 fled",Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn,1,1.5,Kilograms,,,
MOR14410,South Africa,South Africa,7/10/2017 0:00,"1 rhino horn seized from a car on the R40, Pretoria - 2 charged",Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn,1,,,,,
MOR14411,South Africa,South Africa,8/4/2017 0:00,4 Rhino horns seized from the King Edward Hotel in Port Elizabeth,Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn,4,,,,,
MOR14412,South Africa,South Africa,8/3/2017 0:00,2 Rhino horns stolen from Blaauwbosch Private Game Reserve during armed robbery,Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn,2,,,,,
MOR14413,South Africa,South Africa,8/28/2017 0:00,"2 rhino horns seized from a vehicle in Geduld, Gauteng - 4 charged",Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn,2,,,,,
MOR14426,Malaysia,Malaysia,9/27/2016 0:00,"Sumatran serow parts seized in Lubok China, Melaka - 1 charged",Capricornis sumatraensis,"Mainland Serow, Serow, Southern Serow, Sumatran Serow, Serau, Serow de Sumatra, Capricorne de Sumatra",Head,2,,,,,
MOR14426,Malaysia,Malaysia,9/27/2016 0:00,"Sumatran serow parts seized in Lubok China, Melaka - 1 charged",Capricornis sumatraensis,"Mainland Serow, Serow, Southern Serow, Sumatran Serow, Serau, Serow de Sumatra, Capricorne de Sumatra",Body parts (Not elsewhere specified),12,,,,,
MOR14426,Malaysia,Malaysia,9/27/2016 0:00,"Sumatran serow parts seized in Lubok China, Melaka - 1 charged",Capricornis sumatraensis,"Mainland Serow, Serow, Southern Serow, Sumatran Serow, Serau, Serow de Sumatra, Capricorne de Sumatra",Skin,1,,,,,
MOR14426,Malaysia,Malaysia,9/27/2016 0:00,"Sumatran serow parts seized in Lubok China, Melaka - 1 charged",Capricornis sumatraensis,"Mainland Serow, Serow, Southern Serow, Sumatran Serow, Serau, Serow de Sumatra, Capricorne de Sumatra",Fat,,,,,,
MOR14436,Brazil,Brazil,1/1/2017 0:00,Superintendant of Ibama of Sergipe accused of illegal deforestation in the Caatinga region of Bahia,Plantae,,,,,,,,
MOR14452,France,France,3/1/2017 0:00,4 men convicted for poaching of glass eels (elvers) on the Blavet estuary in western France,Anguilliformes,,,,,,,,
MOR14454,Spain,Spain,3/1/2016 0:00,"20 Spur-thighed tortoises seized in Lorca, one suspect",Testudo graeca,"Algerian Tortoise, Common Tortoise, Greek Tortoise, Mesopotamian Tortoise, Moorish Tortoise, Spur-thighed Tortoise, Tortuga mora, Tortue mauresque",Individual - Live,,,,,,
MOR14459,Hong Kong,Hong Kong,9/20/2015 0:00,259 black spotted turtle seized in Hong Kong destined for China,Geoclemys hamiltonii,"Black Pond Turtle, Black Spotted Turtle, Hamilton's Terrapin, Spotted Pond Turtle, Galápago de Hamilton, Galápago rayado, émyde en toit, Géoclemmyde d'Hamilton, Tortue de Hamilton",Individual - Unknown,259,,,,,
MOR14465,Hong Kong,Hong Kong,10/2/2015 0:00,167 black spotted turtles seized at Hong Kong International Airport - 1 arrested,Geoclemys hamiltonii,"Black Pond Turtle, Black Spotted Turtle, Hamilton's Terrapin, Spotted Pond Turtle, Galápago de Hamilton, Galápago rayado, émyde en toit, Géoclemmyde d'Hamilton, Tortue de Hamilton",,167,,,,,
MOR14466,Hong Kong,Hong Kong,10/8/2015 0:00,23 live black spotted turtles seized from parcels in Hong Kong,Geoclemys hamiltonii,"Black Pond Turtle, Black Spotted Turtle, Hamilton's Terrapin, Spotted Pond Turtle, Galápago de Hamilton, Galápago rayado, émyde en toit, Géoclemmyde d'Hamilton, Tortue de Hamilton",Individual - Live,23,,,,,
MOR14472,Viet Nam,Viet Nam,5/4/2017 0:00,4 kg ivory carvings & 0.2 kg pangolin scales seized at Tan Son Nhat Airport,Smutsia temminckii,"Cape Pangolin, Scaly Anteater, South African Pangolin, Temminck's Ground Pangolin, Pangolín del Cabo, Pangolin de Temminck, Pangolin terrestre du Cap",Scales,,0.2,Kilograms,,,
MOR14472,Viet Nam,Viet Nam,5/4/2017 0:00,4 kg ivory carvings & 0.2 kg pangolin scales seized at Tan Son Nhat Airport,Loxodonta africana,"African Elephant, African Savannah Elephant, Elefante africano, Eléphant africain, Eléphant d'Afrique",Ivory - Worked,,4,Kilograms,,,
MOR14476,Viet Nam,Viet Nam,7/8/2017 0:00,"2,700 kg of ivory seized on National Highway 1A, Thanh Hoa - 1 suspect arrested",Elephantidae,Elephants,Ivory Pieces - Raw,,2700,Kilograms,,,
MOR14478,China,China,11/19/2015 0:00,"70 black spotted turtle, 12,000 silver dragon fish, 600 gold arowana and 40 carp seized in Hengqin, Guandong",Geoclemys hamiltonii,"Black Pond Turtle, Black Spotted Turtle, Hamilton's Terrapin, Spotted Pond Turtle, Galápago de Hamilton, Galápago rayado, émyde en toit, Géoclemmyde d'Hamilton, Tortue de Hamilton",Individual - Live,70,,,,,
MOR14478,China,China,11/19/2015 0:00,"70 black spotted turtle, 12,000 silver dragon fish, 600 gold arowana and 40 carp seized in Hengqin, Guandong",Scleropages formosus,"Arowana, Asian Arowana, Asian Bonytongue, Dragonfish, Golden Arowana, Golden Dragon Fish, Kelesa, Malayan Bonytongue, Pez lengüihueso malayo, Scléropage d'Asie",Individual - Live,600,,,,,
MOR14478,China,China,11/19/2015 0:00,"70 black spotted turtle, 12,000 silver dragon fish, 600 gold arowana and 40 carp seized in Hengqin, Guandong",Cyprinidae,,Individual - Live,40,,,,,
MOR14478,China,China,11/19/2015 0:00,"70 black spotted turtle, 12,000 silver dragon fish, 600 gold arowana and 40 carp seized in Hengqin, Guandong",Osteoglossidae,,Individual - Live,12000,,,,,
MOR14483,Pakistan,Pakistan,4/28/2016 0:00,Dozens of rare black-spotted turtles seized in Pakistan.,Geoclemys hamiltonii,"Black Pond Turtle, Black Spotted Turtle, Hamilton's Terrapin, Spotted Pond Turtle, Galápago de Hamilton, Galápago rayado, émyde en toit, Géoclemmyde d'Hamilton, Tortue de Hamilton",Individual - Unknown,170,,,,,
MOR14484,India,India,5/4/2016 0:00,Turtles seized at airport,Melanochelys trijuga,"Bengal Black Turtle, Burmese Black Turtle, Cochin Black Turtle, Indian Black Turtle, Parkerâ€™s Black Turtle, Sri Lanka Black Turtle",Individual - Unknown,254,,,,,
MOR14495,Viet Nam,Viet Nam,12/9/2015 0:00,5 hawksbill and green turtles seized in Ha Dong - 1 suspect arrested,Eretmochelys imbricata,"Hawksbill Turtle, Tortuga carey, Tortuga de carey, Caret, Tortue à bec de faucon, Tortue à écailles, Tortue imbriquée",Individual - Unknown,5,,,,,
MOR14495,Viet Nam,Viet Nam,12/9/2015 0:00,5 hawksbill and green turtles seized in Ha Dong - 1 suspect arrested,Chelonia mydas,"Green Turtle, Tortuga blanca, Tortuga verde, Tortue comestible, Tortue franche, Tortue verte",Individual - Unknown,5,,,,,
MOR14512,Viet Nam,Viet Nam,7/2/2015 0:00,"1 live Hawksbill turtle seized from a restaurant in Nha Trang, Khanh Hoa",Eretmochelys imbricata,"Hawksbill Turtle, Tortuga carey, Tortuga de carey, Caret, Tortue à bec de faucon, Tortue à écailles, Tortue imbriquée",Individual - Live,1,,,,,
MOR14514,Viet Nam,Viet Nam,4/20/2015 0:00,"1 sea turtle (62 kg) seized in Ganh Hao, Bac Lieu",Cheloniidae,"Marine Turtles, Sea turtles, Tortugas Marinas, Tortues Marines",Individual - Live,1,62,Kilograms,,,
MOR14515,Viet Nam,Viet Nam,4/8/2015 0:00,1 live Green sea turtle seized from a restaurant in Binh Thuan,Cheloniidae,"Marine Turtles, Sea turtles, Tortugas Marinas, Tortues Marines",Individual - Live,1,,,,,
MOR14520,China,China,4/12/2017 0:00,"12.15 kg of leopard bones, 37 ivory products, 20 pieces of rhino horn (3.55 kg) and other wildlife seized in Nansan Town, Zhenkang County, Yunnan - 3 suspects arrested",Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn Pieces - Raw,20,3.55,Kilograms,,,
MOR14520,China,China,4/12/2017 0:00,"12.15 kg of leopard bones, 37 ivory products, 20 pieces of rhino horn (3.55 kg) and other wildlife seized in Nansan Town, Zhenkang County, Yunnan - 3 suspects arrested",Panthera pardus,"Leopard, Panther, Chita, Leopardo, Pantera, Léopard, Panthère",Bone,,12.15,Kilograms,,,
MOR14520,China,China,4/12/2017 0:00,"12.15 kg of leopard bones, 37 ivory products, 20 pieces of rhino horn (3.55 kg) and other wildlife seized in Nansan Town, Zhenkang County, Yunnan - 3 suspects arrested",Elephantidae,Elephants,Ivory - Worked,37,,,,,
MOR14520,China,China,4/12/2017 0:00,"12.15 kg of leopard bones, 37 ivory products, 20 pieces of rhino horn (3.55 kg) and other wildlife seized in Nansan Town, Zhenkang County, Yunnan - 3 suspects arrested",Ursidae,"Bears, Osos, Ours",Gall Bladder,12,,,,,
MOR14520,China,China,4/12/2017 0:00,"12.15 kg of leopard bones, 37 ivory products, 20 pieces of rhino horn (3.55 kg) and other wildlife seized in Nansan Town, Zhenkang County, Yunnan - 3 suspects arrested",Testudines,,Shell,9,0.66,Kilograms,,,
MOR14520,China,China,4/12/2017 0:00,"12.15 kg of leopard bones, 37 ivory products, 20 pieces of rhino horn (3.55 kg) and other wildlife seized in Nansan Town, Zhenkang County, Yunnan - 3 suspects arrested",Felidae,"Cats, Felinos, Félidés, Félins",Whiskers,2,,,,,
MOR14520,China,China,4/12/2017 0:00,"12.15 kg of leopard bones, 37 ivory products, 20 pieces of rhino horn (3.55 kg) and other wildlife seized in Nansan Town, Zhenkang County, Yunnan - 3 suspects arrested",Ursidae,"Bears, Osos, Ours",Claw,50,,,,,
MOR14520,China,China,4/12/2017 0:00,"12.15 kg of leopard bones, 37 ivory products, 20 pieces of rhino horn (3.55 kg) and other wildlife seized in Nansan Town, Zhenkang County, Yunnan - 3 suspects arrested",Panthera pardus,"Leopard, Panther, Chita, Leopardo, Pantera, Léopard, Panthère",Claw,50,,,,,
MOR14520,China,China,4/12/2017 0:00,"12.15 kg of leopard bones, 37 ivory products, 20 pieces of rhino horn (3.55 kg) and other wildlife seized in Nansan Town, Zhenkang County, Yunnan - 3 suspects arrested",Panthera tigris,"Tiger, Tigre",Teeth,43,,,,,
MOR14520,China,China,4/12/2017 0:00,"12.15 kg of leopard bones, 37 ivory products, 20 pieces of rhino horn (3.55 kg) and other wildlife seized in Nansan Town, Zhenkang County, Yunnan - 3 suspects arrested",Panthera pardus,"Leopard, Panther, Chita, Leopardo, Pantera, Léopard, Panthère",Teeth,43,,,,,
MOR14520,China,China,4/12/2017 0:00,"12.15 kg of leopard bones, 37 ivory products, 20 pieces of rhino horn (3.55 kg) and other wildlife seized in Nansan Town, Zhenkang County, Yunnan - 3 suspects arrested",Panthera leo,"Lion, León, Lion d'Afrique",Teeth,43,,,,,
MOR14520,China,China,4/12/2017 0:00,"12.15 kg of leopard bones, 37 ivory products, 20 pieces of rhino horn (3.55 kg) and other wildlife seized in Nansan Town, Zhenkang County, Yunnan - 3 suspects arrested",Ursidae,"Bears, Osos, Ours",Teeth,43,,,,,
MOR14520,China,China,4/12/2017 0:00,"12.15 kg of leopard bones, 37 ivory products, 20 pieces of rhino horn (3.55 kg) and other wildlife seized in Nansan Town, Zhenkang County, Yunnan - 3 suspects arrested",Canidae,,Teeth,43,,,,,
MOR14520,China,China,4/12/2017 0:00,"12.15 kg of leopard bones, 37 ivory products, 20 pieces of rhino horn (3.55 kg) and other wildlife seized in Nansan Town, Zhenkang County, Yunnan - 3 suspects arrested",Manidae,Pangolins,Scales,,3.53,Kilograms,,,
MOR14522,China,China,6/1/2015 0:00,"Ivory products, hippopotamus tooth products, bear teeth, black rhino horns, antelope horns and hornbill helmets seized in Zhongshan, Guangdong - 1 convicted",Loxodonta africana,"African Elephant, African Savannah Elephant, Elefante africano, Eléphant africain, Eléphant d'Afrique",Ivory - Worked,2,,,,,
MOR14522,China,China,6/1/2015 0:00,"Ivory products, hippopotamus tooth products, bear teeth, black rhino horns, antelope horns and hornbill helmets seized in Zhongshan, Guangdong - 1 convicted",Diceros bicornis,"Black Rhinoceros, Browse Rhinoceros, Hook-lipped Rhinoceros, Rinoceronte negro, Rhinocéros noir",Horn,,,,,,
MOR14522,China,China,6/1/2015 0:00,"Ivory products, hippopotamus tooth products, bear teeth, black rhino horns, antelope horns and hornbill helmets seized in Zhongshan, Guangdong - 1 convicted",Saiga,,Horn,,,,,,
MOR14522,China,China,6/1/2015 0:00,"Ivory products, hippopotamus tooth products, bear teeth, black rhino horns, antelope horns and hornbill helmets seized in Zhongshan, Guangdong - 1 convicted",Bucerotidae,,Casque,,,,,,
MOR14522,China,China,6/1/2015 0:00,"Ivory products, hippopotamus tooth products, bear teeth, black rhino horns, antelope horns and hornbill helmets seized in Zhongshan, Guangdong - 1 convicted",Ursidae,"Bears, Osos, Ours",Teeth,,,,,,
MOR14522,China,China,6/1/2015 0:00,"Ivory products, hippopotamus tooth products, bear teeth, black rhino horns, antelope horns and hornbill helmets seized in Zhongshan, Guangdong - 1 convicted",Hippopotamus,,Teeth,,,,,,
MOR14525,Kenya,Kenya,7/1/2017 0:00,"Pangolin, rhino and ivory seizure, Kenya, 2017",Loxodonta africana,"African Elephant, African Savannah Elephant, Elefante africano, Eléphant africain, Eléphant d'Afrique",Ivory Pieces - Raw,,200,Kilograms,,,
MOR14525,Kenya,Kenya,7/1/2017 0:00,"Pangolin, rhino and ivory seizure, Kenya, 2017",Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn,,,,,,
MOR14525,Kenya,Kenya,7/1/2017 0:00,"Pangolin, rhino and ivory seizure, Kenya, 2017",Manidae,Pangolins,Scales,,96,Kilograms,,,
MOR14528,Indonesia,Indonesia,7/20/2015 0:00,7 ivory smoking pipes and 3 ivory canes seized in Bintuhan - 1 arrested,Elephantidae,Elephants,Ivory - Worked,7,,,,,
